,label,text
24265,0,internet charmed by viral photo of teen working to pay for first real date
24089,0,"why christ, mao and the buddha are making a comeback in china"
6017,0,kim kardashian calls out congress for failing to close the 'terror gap'
4161,1,joe paterno's name to remain on joe paterno center for covering up sexual abuse
10759,0,grit: your secret success strategy
21186,0,can we briefly talk (honestly) about weddings?
1881,0,"And I'm addressing your counter-arguments in that regard. One of those counter arguments has been that both chimps and ourselves had four billion years to evolve to our level of intelligence and that during all that time we were subject to the same ecological pressures. Neither of those statements is accurate. The first is misleading for the reasons outlined above, and the second is simply false: humans have experienced greatly different ecological challenges since we diverged from chimps.I'll finish up tomorrow - battery dead."
5113,0,poll: religion is the answer to today's problems
24848,1,gap debuts new line of children's sweaters to clutch to chest when son goes missing
25126,0,hobby lobby still covers vasectomies and viagra
27771,1,"Somehow I seriously doubt that ""Testimonium Flavianum itself"" meant ""from the website by Peter Kirby entitled 'Testimonium Flavianum' that happens to have the text of Josephus' An 20.9.1."" But if that's what you're going with, whatever. 
"
4821,0,11 times the olsen twins dressed in a shambles and still looked better than you
4447,0,idina menzel kicks off the super bowl with amazing national anthem
25296,0,claims about andreas lubitz's mental health further stigmatize mental illnesses
22266,0,"superfood cookie dough bites sound too good to be true, but they're not"
12077,0,"lava eruption, pakistan protests and a kite surfing record: week in photos"
14778,0,"No no no........   Pre-Creation week: The earth is without form, and consists of water alone   Day 1: God creates light. He separates the light from the dark and names the light day, and the dark night.   Day 2: God creates the sky separating the unformed Earth with the rest of the unformed universe   Day 3: God gathers the water together, allowing dry land to appear. He creates vegetation   Day 4: God creates the Sun, moon and Stars.   Day 5: He creates living creatures in the water, and birds   Day 6: God creates all animals that live on the ground, and he creates Man.   Day 7: God blesses the Seventh day and makes it holy, he rests and enjoys his creations.   Did that help?"
239,0,"more cops have been charged for shootings this year, but there's much more work to be done"
20569,1,"clinton calls for big bucks, no whammys"
26765,1,father excitedly tells 10-year-old son about new video game system
11234,1,hometown wistfully toured via google street view
12303,0,stephen colbert does the real math on donald trump's promised border wall
21086,0,what if every school had this sign?
5446,1,sixth grader begins work on pony trilogy
27861,0,gop's confirmation of lynch won't change anything with obama
26877,0,who admits it botched response to ebola outbreak
14456,0,why tommy chong is fired up about marijuana
24444,1,jerry always willing to pick up overtime
14939,0,is music dead? (thoughts on the music industry after sxsw 2015)
22491,0,i thought mediums were frauds until i met one who knew things she couldn't have known
23406,1,breaking: thriller writer jeffery deaver at top of his game
22545,0,court rules 'cannibal cop' can fantasize about whatever he wants
13999,0,cbs news partners with twitter for second democratic debate
13006,1,designers opt to stick with last year's fashions
17894,0,getting transit back on track in la county
1459,0,"So Gup20 wants to play word games. (Sigh) This is usually a sign that he or she has run out of logical arguments. Anyway, this topic is in another thread. I won't discuss it here."
27496,0,"Strawman. The argument is not to do whatever one wishes with ones body. The argument is soley that one does not have to have another attached, ever, against ones will."
7426,1,grotesque child born with only 99% normal human dna
4798,1,fema dispatches crews to do whatever they need to do to look busy
2991,1,scotland yard frees 163-year-old british man after dna evidence clears him of being jack the ripper
27891,0,samsung just unveiled its thinnest phone ever
22626,0,"Not realy they are still being manufactured for civilian use and are legal in most states even in states where machine guns are not allowed. You would be actualy supprised at how available they are. You sign your life away and are no longer a name less face to the feds but you may be able to own one in your state. All thats needed is to get your chief law enforcment officer to sign your fourm 4, pay $200 to BATFE, pass an FBI back ground chk and wait appx. 2 mo's and you have one."
16180,0,"this girl dressed up as michelle obama for school, and michelle loved it"
5845,0,the people paradox
24158,0,why bernie sanders is in deep trouble in south carolina
26402,0,kittens become friends with horses after playing in their hay net
4361,0,"netanyahu meets with donald trump, hillary clinton ahead of first debate"
14586,1,biological life regrets waiting 2.3 billion years to try sex
14135,0,spotify and bumble will finally let you judge potential dates based on their music taste
4492,1,management determined to find out who in company leaked information that ceo is asshole
11027,0,orrin hatch trolls utah newspaper that wants him to retire
10245,1,adrenaline supply intended for lifting car off loved one called upon to carry 4 grocery bags at once
6320,1,"wow, dad really went from zero to 60 with woodworking this summer"
18381,1,'hands across liechtenstein' raises $30 for liechtenstein charities
15057,0,"9 things your bridesmaids want -- no, need -- you to know"
22520,0,this photo of mark zuckerberg's closet offers a lesson for working parents
19337,1,My apoligies emoticonXAngel It must have been the testosterone emoticonXBanghead emoticonXBanghead
23713,1,alcohol only thing making operating heavy machinery bearable
26758,1,desperate pbs premieres nova: boobs a-bouncin'
3074,1,report: keep reading and nobody gets hurt
7368,1,microsoft employees fondly remember days when ceos were so big they took up entire rooms
14645,1,only two segways in town collide
530,1,perfectly good dead body cremated
16699,0,the whitewashing of james brown
8903,0,the long fight for justice
26558,0,"dear mark ruffalo, timothy mcneil and matt bomer: why is matt bomer playing atrans woman?"
13870,0,boy calls 911 to ask deputies over for family's thanksgiving dinner
17409,0,football-loving americans harassed for wearing turbans to nfl game
14600,1,trump's switzerland trip cancelled as president deemed flight risk
22167,0,"what is vidcon? and why did 20,000 teens show up?"
14864,0,joan rivers died like she lived: shocking people
17584,0,"An independant perspective doesn't make it a good thing. Politicians that propose anti-gun legislation don't have to live in the real world with those of us that the bill will affect, they shouldn't be allowed to propose it."
22694,1,sources: barista not actually flirting with you
21191,1,alcoholic's plan for turning life around doesn't involve getting sober
10170,0,olivia wilde's post for her daughter's birthday is filled with girl power
11247,0,growing up in transylvania
5305,1,Thank You. You know how much I love to impress people.
9673,0,the ryan fitzpatrick era must end for the new york jets
2295,1,scott walker changes locks on wisconsin governor's office
16843,0,importance of cultural exchange with russia during political frost
18984,1,heroic pants enter 19th day of continuous duty
16606,1,rubio refutes claim he soft on immigration by dragging undocumented worker he knocked out cold onto stage
17130,1,man who threatened to move to canada before election still here
5015,1,Symbiote seems to have had a large hair across his butt.
12823,0,britney and her sons cover people magazine
3527,0,"No, not really. All that is different is the number of steps.
 
 What is YOUR definition of 'macro-evoution'? Is it speciation? Or is it a brand new genus?
 
 We have observed speciation, where new species happened."
18544,1,You mean the truth of thousands of young teen girls dead with a coat hanger in hand? Abortion is a neccessity so that it can be regulated. People will have abortions legal or not legal. At least provide a safety net other than a coat hanger.
21764,0,syria fighting mostly stops as truce takes effect
6543,0,"Actually in high school I had a friend who used to be in placement. He was sixteen years old an he said he got the s*** beat out of him by an eight year old boy. ""Street kids"" get their XXX beat every day, pain is nothing new to them. It seems they're immune to it. It doesn't matter how hard you can hit, if you can't take a punch, then you can't call yourself street-worthy."
23412,1,apple recalls thousands of earbuds that unexpectedly bloomed
24411,1,u.s. adds 4 million jobs but in st. louis
19893,0,4 people facing 100 lashes for alleged gay sex in indonesia
21485,1,"well-meaning mouse wouldn't really call self a 'pest,' per se"
141,1,man not certain what any of his coworkers' names are
27644,0,what's in a name?
16665,1,"Indeed, Fellow Pastafarian, will those christians ever learn?: And indeed, DamEtel, fellow skeptic, will they ever learn? The answer is no. So... cheers."
13984,0,george clooney on why he'll never dye his hair
9530,1,"You are, in effect, telling me that putting someone in a position that will inevitable leave them dead does not make you responsible for their death. If I fire a bullet at your head, while that bullet is in mid-air, I am no longer doing anything to hurt you, and you are fine. However, I have set in motion affects that will result in your demise. This makes me responsible for your death."
23365,0,20 meditation tips for beginners
24849,1,tearful meghan mccain opens up about father's dying wish that she be given her own daytime talk show
372,0,"would bernie sanders supporters take $200,000 from goldman sachs for a speech?"
12219,0,christina aguilera is barely recognizable on paper magazine cover
23496,0,this lady gaga parody gives a 'million reasons' why 2016 really sucked
12334,0,paypal back up after suffering from temporary global outage
9897,0,cat turning on the lights is way more fun than a clapper
16892,0,"Preganancy should not be used as a punitive measure against women who are sexual. What you think is not reflective of the reality of women and their cicumstances that exist in the world. The reasons to abort are numerous and complicated. Some reasons are more valid than others. But you have no way of knowing that for millions of women, only they can really know.And although there are some youngsters in this forum who negate life experience, it is not to be negated. Ther is a lot to be said for ""walking in a mile in another's shoes"". Be careful about your desire to take the life circumstances of a stranger in your hands. Are you ready to be morally cuplable for the damage you could do?"
23565,0,why we won't be participating in black friday
3029,0,is america's president a russian asset?
16895,1,iowa restaurant patron can remember every breakfast ruined by presidential candidates
16983,1,bill gates offering $1 million to anyone who can design condom he can't break
26957,1,new program provides depressed americans with suicide assistance dogs
24835,1,And here the assi once again refuses to respond to a valid post as he personally insults a member who shows more intelligence and wisdom than he does in every post COBHC writes. And this coming from a guy who is barely out of his teens himself. Hypocrite much assipiter? emoticonXRolleyes
15927,1,chinese citizens observe 25-year moment of silence for tiananmen square massacre
15153,0,what i want other parents to know about living with food allergies
20559,0,black people need more representation and fewer 'representatives'
14117,0,a patriotic neighbor
24251,1,u.s. hunger for fish byproducts not as strong as first imagined
5202,0,muslims attend catholic mass across france in powerful show of unity
13444,1,john bolton arrives in office excited to see so many familiar wars
17487,1,Yea they get over it in a year or two. Haaa Haaa
27864,1,rick scott orders hurricane michael to evacuate from florida
17609,0,julianne hough lived in pain for years because of endometriosis
22914,0,'vacation is when i have a 40-hour week'
10359,1,silicon valley startup seeks to change the way women flee tech industry
20856,1,'the economist' to halt production for month to let readers catch up
11310,0,7 poses to help you keep your new year's intentions
23921,0,congress may actually do something on criminal justice reform
628,0,"Gun registration schemes have been disabled for criminals because requiring them to register a gun they are forbidden to own would violate their 5th Amendment rights. I would assume that if ballistic fingerprinting ever became law, a form would be offered at time of sale where you would be required to waive any claim of 5th Amendment right injury from any governmental authority's use of the ballistic data. Don't sign the form - you don't get the gun."
18799,0,"Technically, all syllogisms need two premises, first of all.   ""Step two"" and ""step three"" were a dilemma, not separate steps. Learn to read.   Dilemma:   You only read Scenario 1, which was:   step two -God can create a rock he cannot lift -   Step three - God cannot lift the rock   conclusion - God is not all powerful   Scenario Two was   - God cannot create such a rock   - Therefore, there is something God cannot do   - Therefore, God is not all-powerful   The only case in which God could truly be all-powerful is if he can somehow both create an unbreakable rock and then break it, which defies the Law of Non Contradiction and is thus absurd. Thus, the notion of all-powerfulness, which leads to such a notion, is also absurd."
15576,1,aerobics linked to lousy music
23880,0,here's your chance to score never ending pasta at olive garden
17719,0,"Well that was a good start. Are you planning on insulting everyone who replies to your post?Of course it would be more difficult for criminals to get hold of guns if there were fewer of them around. It would also make it more difficult for children to get hold of them, or feuding neighbours who, on the spur of the moment, think that waving a gun around might bring about a solution to their problems.If you don't think you're going to like the answers to your question, then don't ask the question.Smiley"
10940,1,"Oh dear, deluded philisopher nutter alert. No one can empirically prove anything. Fact. End of discussion."
13422,1,chris farley has hilarious cardiac arrest
18576,1,"As JP pointed out, Canadian, and you better believe I'll ""mouth off"" my opinions. 
Kinda difficult in a forum such as this don't you think?
"
2455,1,"You're right it'll be fighting the war in Iraq. )Nah, really it'll be from social security, etc etc."
9229,1,guest given air mattress that will slowly deflate throughout night
11053,0,"OS is so consumed with vitriolic hatred of me he is incapable of realizing that I did not start this thread.
 
 The fellow who started it has been banned for his extreme anti-woman views.
 
 Perhaps OS should be banned for his extreme anti-Simone views."
6073,1,director's commentary for one night at mccool's trails off after 20 minutes
17999,0,"scholarship funds for alison parker, adam ward honor slain journalists"
6961,1,bob dole makes car and driver 10 best list
6112,0,lawmaker running for jeff sessions' old seat is obsessed with 'war on whites'
1709,0,traveling tips for families with special diet
27837,1,quake claims 500 hours
23213,1,conga-line participant beckons ominously
14823,0,"woman jumps into suv and stabs denver fire chief, police say"
3377,0,congress sends trump legislation for disaster aid and debt limit increase
23686,1,nation could probably draw john boehner from memory at this point
12246,1,unhappy couple staying together for one of their children
24655,1,scientists theorize sun could support fire-based life
12964,1,study finds sedentary lifestyle puts millions of americans at risk of becoming beautiful just the way they are
20310,0,these food-inspired bow ties will make you the 'taco' the town
13988,1,cackling julian assange disintegrates into lines of code as baffled authorities attempt to handcuff him
16363,1,Talk about a crock! How can you wail on anyone with your imaginary truth stick of no mercy when you wouldn't know the truth if you tripped over it? And you going ballistic like this just proves the exact point I made in that you'll allow my free speech until I say something you disagree with and then you attack me to shut me up. Which is exactly what I said above that precipitated your childish tirade. See?
9503,1,airline food under fire from area comedian
15522,1,julian assange fired from it job at pentagon
22360,0,what experts say about waiting to cut your baby's umbilical cord
18843,0,hollywood mourns the loss of legendary comedian jerry lewis
10496,1,nerf introduces line of real guns
16111,0,if you see a muslim at the airport
1117,0,"if you don't think paul manafort can get trump elected, you don't know paul manafort"
10925,0,grab them by the… hand: donald trump's disturbing nonverbal behavior
3733,1,nelly reiterates sex-liking stance
7501,1,pet's death text messaged
2571,1,"cackling npr host warns upcoming segment may feature content too dark, too chilling, too positively ghoulish for young listeners"
10302,1,pbs pulling out the fucking big guns tonight with 'andrea bocelli: one night in central park'
22867,1,study: 90% of workplace injuries caused by bare-knuckle boxing
21727,1,"bush, cheney stand back-to-back, cock shotguns one last time"
7182,1,mom holds knife to throat of dinner guest who offered to help with dishes
9488,0,Because God is free to show grace to some and judgement to others. It is what makes Him God and we can't begin to understand His perspective. He is not obliged to explain His eternal perspective to us at all.
18675,0,"Well why not start at the beginning?
 
 Handy Dinosaur Answer Book"
2665,1,new roommate excited to bring robust puttering experience to apartment
8782,1,this bus stop must be near culinary school
4265,0,is data hoarding necessary for lawful surveillance?
4208,0,"whoa, elsa might actually be the villain in 'frozen'"
20393,1,mexican program aims to reach drug lords before they get caught up in cartels
16140,1,elderly woman relieved to know she's tackled last technological advancement of lifetime
4488,0,why more men should practice yoga
682,1,fugitive movie heroine cuts own hair perfectly
25842,0,newspaper scraps references to gay man's husband in his mom's obituary
5721,1,I won't waste my time with trolls here. Do you have anything useful to say?
8718,1,man fears he may never trust again after treasured picture of duck turns out to be rabbit
17118,0,"And religion is what caused the Crusades and most other wars in the past, and many wars, and bloody disputes, to this very day. Many, many, many, many, many more people have died in the name of religion than in anything that could be called ""in the name of atheism""."
5504,1,"study: uttering phrase, 'marriage is hard work,' number one predictor of divorce"
9636,0,sometimes you wanna go where everybody knows your name
4917,1,congress adds 'all your base are belong to us' amendment to bankruptcy bill
11942,1,hardened snacker keeps trying to rediscover that first mind-blowing nacho cheese high
2323,1,"Oh, so this only happens here, huh? Every single hardcore drug addict is here, huh?"
5287,1,moronic mailroom worker worked way down from ceo
15812,1,"vanilla ice, mc hammer co-sign apartment lease"
9544,1,justice scalia dead following 30-year battle with social progress
21916,0,how wilmer valderrama helped make from dusk till dawn a featured attraction at this year's universal studios halloween horror nights
11781,0,artist merges genders with her late lover as ultimate artistic collaboration (nsfw)
3030,1,"deformed, half-feathered audubon society president flees into forest after injecting self with bird dna"
15128,1,inexperienced streaker to practice in living room a few times before doing it for real
23178,0,georgia man shot by police who may have responded to wrong address
16266,0,"international travel: opera, luxurious lodging and great food in venice, italy"
17274,0,portraits of sikh men reveal the diverse beauty of turbans and beards
15456,0,surge soda again sells out on amazon
16260,1,history buff can really relate to millard fillmore
28040,0,russell simmons denies rape accusations with #notme
4367,1,important piece of paper tragically smudged with breadstick grease
1059,0,kirsten gillibrand only regrets not calling for al franken to quit sooner
8249,0,"first nighter: gyllenhaal, wilson illuminate nick payne's 'constellations'"
4995,0,why it's so much better to buy experiences than things
13890,1,determined restaurant patrons tough it out on chilly patio
21554,0,why you should hire for zest
5631,1,"Okay, so if we only need 10 laws then they must be, without any doubt, the 10 most important rules possible that would serve mankind throughout history. Not coveting your neighbor's oxen made the list? Why is not creating any graven images more important than not enslaving people? That didn't even make the list. If those 10 things were all that God intended to impart on mankind I have to question his mental competance.
"
2122,1,annoyed movers weren't expecting client to have belongings
10592,1,obama a little creeped out by how much everyone in kenya celebrating reelection victory
4061,0,use twitter like a pro with these simple keyboard shortcuts
4967,0,why it's important to read every word of every divorce document you sign
4802,1,plot of 'midnight run' described at length to therapist
19235,1,"researchers find link between education, smartness"
20823,1,senate bully forces legislators to repeatedly pass 'we are huge homos' bill
10860,1,'rolling stone' offering readers 3-month free trial period for buying company
18953,1,kerry downs another vodka shot as the last of putin's security detail passes out
3105,1,who warns about resurgence of guinea worm disease as 150-ton parasite splashes out of sea
4075,0,how an essay on 'sexual paranoia' caused a frenzy at northwestern university
13397,0,photo of meghan markle's dad could offer a big clue about the royal wedding
8789,0,'the late show' updated trump's election night speech with annotations
14270,1,wikipedia users surprised nobody's made page for john lennon yet
7293,0,to the princeton privileged kid
27708,1,brad pitt stumbles across old cardboard box with gwyneth paltrow's head in attic
22698,1,hubris rewarded
8177,1,report: freezers in healthy choice corporate offices probably stocked with every kind of healthy choice you could imagine
7766,1,"Oh, I LOVE semantics games Well, viability now is around 23-25 weeks gestation and really is based on weight more than age. Howeverm the past push towards heroic intervention is now tempered by the rather horrific disabilities and complications seen at the younger age"
14223,1,thousands of students forced to attend iowa state after university sets acceptance rate to 140%
9886,0,what i wish for my daughter
14382,0,benghazi committee chair: staffer fired for classified info breach
23010,1,wal-mart greeter knows exactly how many blacks in store
23043,0,It's possible that Archaeopteryx is not a direct descendant of modern birds but it's certainly not far from the line and it shares both avian and therepodian characteristics.
12591,0,america's favorite mexican food chain is... not chipotle. not even close.
17942,1,nature preserve sets up unrealistic expectations with visitor's center full of taxidermied animals
26716,1,grocery store not fooling anybody by marketing cantaloupe as fun super bowl snack
10458,0,this year's primary left most voters with a lower opinion of the gop
20846,0,mesmerizing deep ocean 'symphony' finally identified
11631,1,depends on when the baby bird died.   run along little boy..let the adults debate.
11307,0,that's my daddy: two moms figure out how to tell the truth about their family
5801,0,las vegas review-journal removes questions about newspaper's new mystery owner
4107,0,"Demographics plays a role, but it does not explain away the whole shift in the numbers."
85,0,hawaii moves to ban gay conversion therapy for minors
10558,0,"Actually there is a better solution.   Mandatory male and female birth control pills, financial penalties if you stop taking. Anyone who would get off the pill would want a kid, therefore, abortions would cease."
27464,0,cnn taunts trump and the gop with 'schoolhouse rock'
18121,0,dog gives priceless reaction when owner pretends to faint
21521,0,game-changing plays from week 3 in the nfl
2243,0,saudi courts should exhibit independence by protecting speech
6862,1,fox news reporter asks the questions others are too smart to ask
27981,1,yosemite national park completes construction on new 6-lane scenic driving trail
16761,0,38 women accuse director james toback of sexual misconduct
16640,0,zoo animals roam free after flooding in tbilisi
10760,0,these latinos' reactions to 'coco' prove representation matters
21343,0,bayer offers to buy monsanto for $62 billion
26503,1,"typical strategy of the gay movement when challenged, resort to name calling ""trolls"" bigot etc, - project this form of abusive behavior on the adopted child who rebels against his gay 'carers' once he understands the reality of a heterosexual world.   Placing children with gay couples is unnecessary and harmful - if group homes are the only alternative then it is argued such environments are more healthy and indeed normal than farming kids out to gays"
18399,1,grandma at mechanic to get radio stations set
10031,1,"Of course God would have something to offer to lowely peon, but that doesn't explain what use God has for lowely peons, except for doing stupid pet tricks."
11970,0,reflections of an alzheimer's spouse: anger
10435,1,acoustic-guitar-wielding trump tells congress 'this here's the story of america'
3968,0,opening wider and diving deeper into the immeasurable beauty and pain of life
21362,0,"A Jungian might suggest such a stance. In other words, one (good) cannot exist without the other (evil). I wonder what some of our more interesting christian friends (AA, GC) might have to say about such?"
5279,0,jimmy fallon announces new children's book
3414,0,americans give thumbs down to donald trump's debate attacks
19516,1,mark judge can't believe that fucking lightweight kavanaugh got 'boofing' and 'the devil's triangle' wrong
15100,0,trump won't endorse paul ryan or john mccain
11866,0,"I'm thinking this is the section of the Iowa Constitution the media will be talking about next:   Unlike California, amendments in Iowa must pass the legislature first (simple majority) before going to the voters. While I know little about the Iowa legislature, this seems a no brainer in a populace vote, considering previous votes and more current polls on this subject in Iowa. As a rule I lend polls very little credence, but DOMA passed by a wide majority in 1998. I doubt things have changed enough to cover the gap, a lot of traditional values and religious folks in Iowa."
25522,1,report: north korea just enjoys nuclear talks
176,1,thank-you note passive-aggressive
5519,0,"you based this (and other claims) on a summary of the biomorphs program at website that either a) didn't also provide dawkins limitations on the program or b) had the limitations and you didn't bother to relay this information to the forum. You then make incredulous statements about how unrealistic the biomorphs are. any quotations of web pages are irrelevant because they do not address the basic issue that you are suggesting dawkins puts the biomorphs forth as a model of evolution and natural selection. This is not true as i have quoted part of his book that puts limitations on the biomorphs program, and draws attention to what ""morals"" should be drawn out of the biomorphs."
9667,1,It's ironic that you should talk about lack of evidence. At least we have a source to believe.
4719,0,an introvert's guide to throwing a solid holiday party
26368,0,"I agreew with you in principle. However, I see too many flaws in our justice system to make it useful at this point."
8190,1,"herculean effort, astronomical expense lead to photo of whole family at disney world"
1304,0,how a traveling consultant helps america hide the homeless
18041,1,Nothing I have stated is incorrect. If I did you would get specific.
5651,1,relieved scott walker narrowly avoids acknowledging immigrants' humanity during campaign speech
9907,1,school for the blind has huge empty grass field out front
3081,0,james corden and harry styles kiss for holiday-themed 'carpool karaoke'
19262,0,meryl streep weighs in on the 'are hot dogs sandwiches?' debate
8606,1,mathematical skill downplayed to get out of splitting check
11093,1,tank operator wishes buddies back home could see him now
5428,0,"for his new act, beloved drag queen john 'lypsinka' epperson is a man unmasked"
18680,0,a multi-ethnic easter
24346,1,god humbled to be the answer to 'jeopardy!' clue
4803,0,john oliver: nratv is like a 'deranged letter from a serial killer'
5646,1,But surely it's ok to vote for a man who starts an unjustified war that results in the deaths of hundreds of thousands...right?
26465,0,now is the time to talk about your pregnancy loss
441,0,unbelted rider in the back could kill someone in the front
16320,1,cdc study finds decrease in oral sex among teens when researchers are observing
14104,0,maryland gov. larry hogan says cancer is 95 percent gone
20138,1,vacationer checks weather report for hometown
19782,0,'real world' star writes his own (queer) book of mormon story
717,0,photography series spotlighting iconic women over 70 proves the best is yet to come
2741,0,2 gop senators drop endorsements of roy moore
24407,0,georgia congressional candidate receives threatening package
8550,0,the restrictions journalists agreed to in order to attend the koch brothers' conference
10335,0,"after watching katy perry crash a wedding, you'll wish she came to yours"
17167,1,man's facebook status given book deal
4660,0,director paul feig says 'men have to speak out' after weinstein sexual assault allegations
7903,1,area dad to spend next few days or so telling son it important to respect women
3575,0,donald trump won't stop attacking paul ryan
14699,0,sophie larios' gps guide for a solid night's sleep
8272,0,i'll tell them
19193,1,"Have you stopped beating your wife yet?
Give it up! Good grief! emoticonXDonno"
4207,0,hobnobbing with 'givers' mike gamson and alaina percival
15895,0,3 tips for coping with grief during the holidays
1229,1,look at it: it's goddamn beautiful
18503,1,executive fascinated by electrician's lunch
13464,0,"first trailer to lee daniels' new fox series, 'star'"
6674,1,34-year-old man may as well keep pursuing dream at this point
23843,0,the tools my father gave me
16378,0,catholic couple embraces 'who am i to judge'
22680,0,this cfl player takes unsportsmanlike conduct to another level
5628,0,"But a slightly larger brain than average is still feasible and offers enough of a benefit in a large social group that its worth the price - however something the size of a modern humans brain is far too demanding. That slightly larger brain can be supported by an organism or society that hasn't developed fire, but is also able to discover the uses of it, from then on nutrician isn't the big limiting factor that restricts how big a brain can get from then on. "
26539,1,dwarf actor assured guest spot on 'how i met your mother' will not be demeaning
10059,0,another way companies make it harder for new mothers
28069,1,area man to start curling his 2s
8406,0,"the intersection of race, class and the constitution: kalief browder"
7520,0,the public health threat of private anger
4588,0,trump uses rnc funds to pay for his russia defense -- thanks to hillary clinton's lawyer
5320,0,donald trump's obsession with the polls has made it rough for some pollsters
26396,1,michael cohen granted prison work release for new job with trump 2020 campaign
5182,0,betsy devos richly deserved every boo she got
9181,0,"Actually, my wife and I discuss evolution all the time. She's an evolutionary biologist. She did feel as if she had some duty to watch the show, just to stay on top of the sorts of things being said. She just has a low tolerance for willful stupidity. Which I totally understand. :)"
18193,0,carolina panthers coach ron rivera has charlotte's latino community fired up
12379,1,whitey bulger verdict interrupted by ben affleck shouting commands from director's chair in balcony
8694,0,the good news of poetry that can win the day
2073,0,"a year after paris attacks, france still hasn't figured out how to contain terrorism"
15549,0,"We cannot prove the existence of God for, by definition, he dwells in a reality outside our own. Similarly, I cannot prove the existence of a Flying Shoe in Hyperspace, nor can I disprove it, but I can prove that the Flying Shoe does not exist in our world because it exists, by definition, in Hyperspace.I can make up anything I want and say it exists in another universe. A round square, a colorless green idea that sleeps furiously, you name it."
5694,1,relationship experts recommend single women try bathing in open stream until suitor glimpses them through trees
6579,1,couple fucking at next table obviously on third date
27068,1,"eric trump hooks donald jr. up to xbox, ipad, roomba to practice passing polygraph test"
11610,0,gop lawmaker stands by claim that islam is 'a cancer' in america
27950,0,"nikki haley takes a swipe at marco rubio, saying he 'believes in amnesty'"
11767,0,how i navigated my first 7 years of sobriety
15307,0,"Given that the fetus can feel no pain (in the vast majority of abortions), whose pain should I be concerned about?
 
 Even if it could, why would its pain be more worthy of protection than the mother's?"
4725,1,affable detective with healthy personal life hasn't solved case in months
903,0,desperate fossil fuel interests seek to undermine clean energy choices in communities of color
27197,0,"stop calling young adults ""college kids"""
14915,0,u.s. couple who bared butts at thai temple have reportedly been released
27147,0,how one man is redefining 'responsible' gun ownership
26279,1,bush campaign more thought out than iraq war
15255,1,woman sensitive about that thing on her face
11845,1,gingrich privately regretting not doing 'more jew stuff' on florida campaign trail
16598,1,"I thought that the most commonly accepted date for the alleged birth of Jesus was in 4 B.C. Assuming the current calendar really were keyed on the birth of Christ, how could Christ have been born Before Christ?"
8843,1,trump admits he assumed roger stone was already in prison
8131,1,"obituary cites teen's love of music, cars"
15846,1,greyhound launches new in-bus magazine
22938,0,inside cbs' bid to bolster 'late show with stephen colbert'
6015,0,"Actually, we do. These inconsistant laws are a product of pro-life people trying to create a stepping stone to a national ban.
 
 Crimes against pregnant women should warrant a more serious offense, not an entirely new offense."
26618,0,'who makes the game?' donald sterling certainly asked the right question
5887,0,national front leader: france must 'annihilate' islamist radicals
27943,0,reese witherspoon voices disappointment at oscars' astonishing lack of diversity
11305,1,hypochondriac convinced patient has cancer
12371,0,donald trump calls barack obama to chit-chat about oscars in 'conan' spoof
25442,1,Well if you don't know the facts then why do you keep coming back for more?
777,0,obamacare repeal could be more difficult than house republicans think
6968,0,cardi b doesn't owe you anything
20394,0,having kids radically reshapes parents' immune systems
25429,0,little girl who couldn't believe obama was leaving office finally met the president
14080,1,final harry potter book blasted for containing spoilers
4959,1,windows opened on both coasts in effort to create transcontinental cross-breeze
12145,0,dogs at polling stations are getting the uk through election day
12424,0,inside facebook's plan to build an artificial brain
3037,1,"So, which is it? You don't want violators of Federal law to have guns, yet you don't want them to get rid of them either. Can't possibly do both, now can you? Which one? Do the law breakers keep them, or not? Make it against the law to keep the guns...now make it against the law to sell them. DUH! I guess we'll just hang out in limbo-land!"
22225,0,joe biden tells latinos to 'make no damn apologies for anything'
16045,0,"9,000 animals rescued from 'worst torture operation' in the u.s."
334,0,dog returned to shelter for being 'too nice' finds new home
26801,1,"Steeeeve?
Do yourself a favor and stop fantasizing about my opinion, 'mmkay?
I don't believe you are like that.
This junk you do where you refuse to address what I DO say and make up strawman arguments gets you nowhere...
I understand you're getting angry, but YOU are MAKING YOURSELF angry over a position I do not have...
Let me repeat that. Hopefully it will sink in?
YOU are MAKING YOURSELF angry over a position I do not have...
With that said, I return you to your delusions...
"
16215,1,"report: shit, last night was trash night"
11065,1,"Just because Dolphins start using tools doesn't mean that one will give birth to a chipmunk!   Get real, evolution is a fairytale!!"
5557,1,steel drum knows it has so much more to offer than tropical vibes
20098,0,"I didn't answer or you didn't understand? Actually I did answer. The knee joint I described is from a bipedal hominid - there is no question about it. The skull, even though I gave it very ape-like features, is from a biped. There are many examples of what I described."
5629,1,man sadly realizes cramped one-bedroom apartment has enough space to host party with all his friends
5605,0,queer dance party to protest 'religious liberty' executive order at white house
19995,0,hugh grant marries for the first time at age 57
5188,0,donald trump's inauguration singer speaks out against transgender bathroom bills
19685,0,'six million dollar man' star martin e. brooks dead at age 90
20503,0,get lucky now: 4 simple ways to jump start your successes in life
28071,1,taylor swift grateful kanye west controversy taking heat off new swastika tattoo
13500,0,who else besides joe biden might crash the debate?
22630,1,"Surely, all you have to do is believe that Christ is your saviour and your heaven ticket is already stamped. So, doing ungodly things is neither here nor there.
That is the rule isn't it?"
22158,0,will all senate republicans kowtow to trump and the far right?
